4 0.065500 1000.000000
4 0.001500 500.000000
1 0.468600 1000.000000
4 0.065500 1000.000000
4 0.379400 4000.000000
4 0.460400 6000.000000
4 0.216100 2000.000000
1 0.299100 500.000000
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 308
4 0.000000 1000.000000 607
4 0.000000 1000.000000 607
4 0.000000 1000.000000 607
4 0.000000 1000.000000 607
4 0.000000 1000.000000 607
4 0.000000 1000.000000 607
4 0.000000 1000.000000 607
4 0.000000 1000.000000 607
4 0.000000 1000.000000 1923
4 0.000000 1000.000000 1122
4 0.000000 1000.000000 1122
4 0.000000 1000.000000 1122
4 0.000000 1000.000000 964
4 0.000000 1000.000000 607
4 0.000000 5000.000000 902
4 0.021900 1000.000000 1040
4 0.009800 1000.000000 1740
4 0.021900 1000.000000 1040
4 0.022800 1000.000000 1023
4 0.022800 1000.000000 1023
4 0.022800 1000.000000 1023
4 0.021900 1000.000000 1040
4 0.024300 1000.000000 1038
4 0.024300 1000.000000 1038
4 0.038400 1000.000000 1022
4 0.038400 1000.000000 1022
4 0.065500 1000.000000 977
4 0.065500 1000.000000 977
4 0.066900 1000.000000 978
4 0.066900 1000.000000 978
4 0.066900 1000.000000 978
2 0.064500 1000.000000 1079
4 0.065500 1000.000000 978
1 0.175300 1000.000000 615
1 0.175300 1000.000000 615
4 0.009800 1000.000000 1740
4 0.009800 1000.000000 1740
4 0.009800 1000.000000 1740
4 0.009800 1000.000000 1740
4 0.007300 1000.000000 1718
4 1000.000000 0.065500 977
